lecithin,plant oil/animal fat,"because of the eu requirement to declare additions of allergens in foods, in addition to regulations regarding genetically modified crops, a gradual shift to other sources of lecithin (e.g., sunflower oil) is taking place."," lanolin and its many derivatives are used extensively in both the personal care (e.g., high value cosmetics, facial cosmetics, lip products) and health care sectors such as topical liniments.","the major components of commercial soybean-derived lecithin are: 33–35% soybean oil 20–21% inositol phosphatides 19–21% phosphatidylcholine 8–20% phosphatidylethanolamine 5–11% other phosphatides 5% free carbohydrates 2–5% sterols 1% moisture lecithin is used for applications in human food, animal feed, pharmaceuticals, paints, and other industrial applications.","lecithin, as a food additive, is also a dietary source of several active compounds: choline and its metabolites are needed for several physiological purposes, including cell membrane signaling and cholinergic neurotransmission, although its exact function has not been determined, and the involvement of choline in long-term health and development of clinical disorders, such as cardiovascular diseases, cognitive decline in aging and regulation of blood lipid levels, has not been well defined, and remains under research in 2015.","lecithin also may be used as a release agent for plastics, an antisludge additive in motor lubricants, an antigumming agent in gasoline, and an emulsifier, spreading agent, and antioxidant in textile, rubber, and other industries."
fluorapatite,calcium phosphate," lanolin and its many derivatives are used extensively in both the personal care (e.g., high value cosmetics, facial cosmetics, lip products) and health care sectors such as topical liniments.",the presence of fluorapatite helps prevent tooth decay or dental caries.,fluorapatite crystallizes in a hexagonal crystal system.,"it can be reduced by carbon in the presence of quartz: 4 ca 5(po 4) 3f + 21 sio 2 + 30 c → 20 casio 3 + 30 co + sif 4 + 6 p 2 upon cooling, white phosphorus (p4) is generated: 2 p 2 → p 4 fluorapatite is also used as a gemstone.",fluorapatite is found in the teeth of sharks and other fishes in varying concentrations.
ricinoleic acid,plant oil/animal fat,"it can be reduced by carbon in the presence of quartz: 4 ca 5(po 4) 3f + 21 sio 2 + 30 c → 20 casio 3 + 30 co + sif 4 + 6 p 2 upon cooling, white phosphorus (p4) is generated: 2 p 2 → p 4 fluorapatite is also used as a gemstone.",fluorapatite is found in the teeth of sharks and other fishes in varying concentrations.,the first attempts to prepare ricinoleic acid were made by friedrich krafft in 1888.,"castor oil ricinelaidic acid, the trans isomer of ricinoleic acid ricinolein, the triglyceride of ricinoleic acid sodium ricinoleate, the sodium salt of ricinoleic acid polyglycerol polyricinoleate, a polymer of glycerol with ricinoleic acid side chains, used as an emulsifier in chocolate undecylenic acid, a product of pyrolysis of ricinoleic acid lesquerolic acid, a similar chemical, which could be described as ricinoleic acid with -ch2-ch2- group inserted between carboxyl group and the double bound.",ricinoleic acid acts as a specific algicide for the control of blue-green algae.
magnesium hydroxide,magnesium chloride,magnesium hydroxide is an inorganic compound with the chemical formula of hydrated mg(oh)2.,"it can be reduced by carbon in the presence of quartz: 4 ca 5(po 4) 3f + 21 sio 2 + 30 c → 20 casio 3 + 30 co + sif 4 + 6 p 2 upon cooling, white phosphorus (p4) is generated: 2 p 2 → p 4 fluorapatite is also used as a gemstone.",the solid mineral form of magnesium hydroxide is known as brucite.,"in the uk, the non-brand (generic) name of ""milk of magnesia"" and ""phillips' milk of magnesia"" is ""cream of magnesia"" (magnesium hydroxide mixture, bp).",the first attempts to prepare ricinoleic acid were made by friedrich krafft in 1888.
magnesium chloride,magnesium hydroxide,"it can be reduced by carbon in the presence of quartz: 4 ca 5(po 4) 3f + 21 sio 2 + 30 c → 20 casio 3 + 30 co + sif 4 + 6 p 2 upon cooling, white phosphorus (p4) is generated: 2 p 2 → p 4 fluorapatite is also used as a gemstone.","magnesium chloride serves as precursor to other magnesium compounds, for example by precipitation: mgcl2(aq) + ca(oh)2(aq) → mg(oh)2(s) + cacl2(aq) it can be electrolysed to give magnesium metal: mgcl2(l) → mg(l) + cl2(g) this process is practiced on a substantial scale.",magnesium chloride is most commonly used for dust control and road stabilization.,"the water-absorbing (hygroscopic) characteristics of magnesium chloride prevent the road from drying out, which keeps gravel on the ground.",the solid mineral form of magnesium hydroxide is known as brucite.
lauric acid,plant oil/animal fat,lauric acid is convenient because its melting point when pure is relatively high (43.8 °c).,"the water-absorbing (hygroscopic) characteristics of magnesium chloride prevent the road from drying out, which keeps gravel on the ground.","in vitro experiments have suggested that some fatty acids including lauric acid could be a useful component in a treatment for acne, but no clinical trials have yet been conducted to evaluate this potential benefit in humans.","nonetheless, an extensive meta-analysis on foods affecting the total/ldl serum cholesterol ratio found in 2003 that the net effects of lauric acid on coronary artery disease outcomes remained uncertain.","by melting lauric acid with the unknown substance, allowing it to cool, and recording the temperature at which the mixture freezes, the molar mass of the unknown compound may be determined."
anethole,plant oil/animal fat,"of only minor commercial significance, anethole can also be isolated from essential oils.","closely related to anethole is its isomer estragole, abundant in tarragon (asteraceae) and basil (lamiaceae), that has a flavor reminiscent of anise.","in large quantities, anethole is slightly toxic and may act as an irritant.","nonetheless, an extensive meta-analysis on foods affecting the total/ldl serum cholesterol ratio found in 2003 that the net effects of lauric acid on coronary artery disease outcomes remained uncertain.","in 1832 the french chemist jean baptiste dumas determined that the crystallizable components of anise oil and fennel oil were identical, and he determined anethole's empirical formula."
pyrite,iron (iii) oxide,"in the carlin–type gold deposits, arsenian pyrite contains up to 0.37 wt% gold.","educational article about the famous pyrite crystals from the navajun mine how minerals form and change ""pyrite oxidation under room conditions"".","of only minor commercial significance, anethole can also be isolated from essential oils.", iron-pyrite fes2 represents the prototype compound of the crystallographic pyrite structure.,"pyrite is usually found associated with other sulfides or oxides in quartz veins, sedimentary rock, and metamorphic rock, as well as in coal beds and as a replacement mineral in fossils."
chromite,iron (ii) oxide,"recently, the biggest user of chromite ore has been china, importing large quantities from south africa, pakistan, and other countries.","in pakistan, chromite is mined from the ultramafic rocks in mainly the khanozai area of pishin district of balochistan.", iron-pyrite fes2 represents the prototype compound of the crystallographic pyrite structure.," in 2002 14,600,000 metric tons of chromite were mined.", chromite is found as orthocumulate lenses of chromitite in peridotite from the earth's mantle.
calcium phosphate,mining/mineral,calcium phosphate is the principal form of calcium found in bovine milk and blood.,"unlike most other compounds, the solubility level of calcium phosphate becomes lower as temperature increases.","in pakistan, chromite is mined from the ultramafic rocks in mainly the khanozai area of pishin district of balochistan."," in 2002 14,600,000 metric tons of chromite were mined.","tetracalcium phosphate, ca4(po4)2o amorphous calcium phosphate, a glassy precipitate of variable composition that may be present in biological systems."
candelilla wax,plant oil/animal fat,"with a melting point of 68.5–72.5 °c, candelilla wax consists of mainly hydrocarbons (about 50%, chains with 29–33 carbons), esters of higher molecular weight (20–29%), free acids (7–9%), and resins (12–14%, mainly triterpenoid esters)."," in 2002 14,600,000 metric tons of chromite were mined.","tetracalcium phosphate, ca4(po4)2o amorphous calcium phosphate, a glassy precipitate of variable composition that may be present in biological systems.",candelilla wax can be used as a substitute for carnauba wax and beeswax.,"in pakistan, chromite is mined from the ultramafic rocks in mainly the khanozai area of pishin district of balochistan."
arabic gum,plant oil/animal fat,"tetracalcium phosphate, ca4(po4)2o amorphous calcium phosphate, a glassy precipitate of variable composition that may be present in biological systems."," in 2002 14,600,000 metric tons of chromite were mined.",candelilla wax can be used as a substitute for carnauba wax and beeswax.,"with a melting point of 68.5–72.5 °c, candelilla wax consists of mainly hydrocarbons (about 50%, chains with 29–33 carbons), esters of higher molecular weight (20–29%), free acids (7–9%), and resins (12–14%, mainly triterpenoid esters).","in pakistan, chromite is mined from the ultramafic rocks in mainly the khanozai area of pishin district of balochistan."
beeswax,plant oil/animal fat,"in pakistan, chromite is mined from the ultramafic rocks in mainly the khanozai area of pishin district of balochistan."," beeswax was among the first plastics to be used, alongside other natural polymers such as gutta-percha, horn, tortoiseshell, and shellac.","beeswax is used in lip balm, lip gloss, hand creams, salves, and moisturizers; and in cosmetics such as eye shadow, blush, and eye liner.","the saponification value is lower (3–5) for european beeswax, and higher (8–9) for oriental types.",beeswax has long-standing applications in human food and flavoring.
caffeine,plant oil/animal fat,caffeine is a central nervous system stimulant and is used to reduce physical fatigue and to prevent or treat drowsiness.,"the uk food standards agency has recommended that pregnant women should limit their caffeine intake, out of prudence, to less than 200 mg of caffeine a day – the equivalent of two cups of instant coffee, or one and a half to two cups of fresh coffee.","however, the jitteriness and alertness given by caffeine is decreased when additional alcohol is consumed.","the icd-10 includes a diagnostic model for caffeine dependence, but the dsm-5 does not.","in addition, high caffeine levels are found in the surrounding soil of coffee seedlings, which inhibits seed germination of nearby coffee seedlings, thus giving seedlings with the highest caffeine levels fewer competitors for existing resources for survival."
carnauba wax,plant oil/animal fat,"however, the jitteriness and alertness given by caffeine is decreased when additional alcohol is consumed.",an aerosol mold release agent is formed by dissolving carnauba wax in a solvent.,distinctive for carnauba wax is the high content of diesters as well as methoxycinnamic acid.,adding the carnauba wax aids in the swallowing of tablets for patients.,"carnauba wax can produce a glossy finish and as such is used in automobile waxes, shoe polishes, dental floss, food products such as sweets, instrument polishes, and floor and furniture waxes and polishes, especially when mixed with beeswax and with turpentine."
beta-alanine,plant oil/animal fat,adding the carnauba wax aids in the swallowing of tablets for patients.,"carnauba wax can produce a glossy finish and as such is used in automobile waxes, shoe polishes, dental floss, food products such as sweets, instrument polishes, and floor and furniture waxes and polishes, especially when mixed with beeswax and with turpentine.",an aerosol mold release agent is formed by dissolving carnauba wax in a solvent.,distinctive for carnauba wax is the high content of diesters as well as methoxycinnamic acid.,"however, the jitteriness and alertness given by caffeine is decreased when additional alcohol is consumed."
stearic acid,plant oil/animal fat,the triglyceride derived from three molecules of stearic acid is called stearin.,"also, stearic acid is less likely to be incorporated into cholesterol esters.","stearic acid undergoes the typical reactions of saturated carboxylic acids, a notable one being reduction to stearyl alcohol, and esterification with a range of alcohols.",stearic acid is used along with simple sugar or corn syrup as a hardener in candies.,"in general, the applications of stearic acid exploit its bifunctional character, with a polar head group that can be attached to metal cations and a nonpolar chain that confers solubility in organic solvents."
sucrose,plant oil/animal fat,sucrose forms a major element in confectionery and desserts.,"if smaller amounts of sucrose are present in the diet, they will still be sufficient for the development of thick, anaerobic plaque and plaque bacteria will metabolise other sugars in the diet, such as the glucose and fructose in hfcs.","a diet rich in sucrose may lead to gout as it raises the level of insulin, which is inversely associated with excretion of uric acid from the body."," in humans and other mammals, sucrose is broken down into its constituent monosaccharides, glucose and fructose, by sucrase or isomaltase glycoside hydrolases, which are located in the membrane of the microvilli lining the duodenum.","many mammals, birds, insects, and bacteria accumulate and feed on the sucrose in plants, and for some it is the primary food."
selenium,mining/mineral,"selenium reacts with fluorine to form selenium hexafluoride: se8 + 24 f2 → 8 sef6 in comparison with its sulfur counterpart (sulfur hexafluoride), selenium hexafluoride (sef6) is more reactive and is a toxic pulmonary irritant.",selenium's semiconductor properties found numerous other applications in electronics.," in humans and other mammals, sucrose is broken down into its constituent monosaccharides, glucose and fructose, by sucrase or isomaltase glycoside hydrolases, which are located in the membrane of the microvilli lining the duodenum.","various regions within north america) where low selenium soil levels lead to low concentrations in the plants, some animal species may be deficient unless selenium is supplemented with diet or injection.",certain species of plants are considered indicators of high selenium content of the soil becauses they require high levels of selenium to thrive.
magnesium carbonate,mining/mineral,"magnesium carbonate, most often referred to as 'chalk', is used as a drying agent for hands in rock climbing, gymnastics, and weight lifting.",certain species of plants are considered indicators of high selenium content of the soil becauses they require high levels of selenium to thrive.,"magnesium carbonate, mgco3 (archaic name magnesia alba), is an inorganic salt that is a white solid.","the most common magnesium carbonate forms are the anhydrous salt called magnesite (mgco3) and the di, tri, and pentahydrates known as barringtonite (mgco3·2 h2o), nesquehonite (mgco3·3 h2o), and lansfordite (mgco3·5 h2o), respectively.","selenium reacts with fluorine to form selenium hexafluoride: se8 + 24 f2 → 8 sef6 in comparison with its sulfur counterpart (sulfur hexafluoride), selenium hexafluoride (sef6) is more reactive and is a toxic pulmonary irritant."
decanoic acid,plant oil/animal fat,decanoic acid is used in the manufacture of esters for artificial fruit flavors and perfumes.,this direct inhibition of excitatory neurotransmission by decanoic acid in the brain contributes to the anticonvulsant effect of the mct ketogenic diet.,"decanoic acid may mimic the mitochondrial proliferation associated with the ketogenic diet, and that this may occur via pparγ receptor agonism and its target genes involved in mitochondrial biogenesis.","the most common magnesium carbonate forms are the anhydrous salt called magnesite (mgco3) and the di, tri, and pentahydrates known as barringtonite (mgco3·2 h2o), nesquehonite (mgco3·3 h2o), and lansfordite (mgco3·5 h2o), respectively.","selenium reacts with fluorine to form selenium hexafluoride: se8 + 24 f2 → 8 sef6 in comparison with its sulfur counterpart (sulfur hexafluoride), selenium hexafluoride (sef6) is more reactive and is a toxic pulmonary irritant."
nitrogen,air,"nitrogen can be used as a replacement, or in combination with, carbon dioxide to pressurize kegs of some beers, particularly stouts and british ales, due to the smaller bubbles it produces, which makes the dispensed beer smoother and headier.",nitrogen compounds were well known by the middle ages.,"also, held by gravity at colder temperatures, nitrogen and its compounds occur in variable amounts in the planetary atmospheres of the gas giant planets.","larger chains, rings and structures of nitrogen hydrides are also known, but are generally unstable.",nitrogen is estimated at 31st element in crustal abundance.
vitamin b12,plant oil/animal fat,"vitamin b12 is rare from plant sources, so vegetarians are most likely to suffer from vitamin b12 deficiency.","nitrogen can be used as a replacement, or in combination with, carbon dioxide to pressurize kegs of some beers, particularly stouts and british ales, due to the smaller bubbles it produces, which makes the dispensed beer smoother and headier.","cobamamide cyanocobalamin includes discussion of chemistry of preparation of reduced-cobalt b12 analogues hydroxocobalamin methylcobalamin     jane higdon, ""vitamin b12"", micronutrient information center, linus pauling institute, oregon state university cyanocobalamin at the us national library of medicine medical subject headings (mesh)",vitamin b12 levels should be monitored in people taking high doses of ppis for prolonged periods.,many other subtler kinds of vitamin b12 deficiency and their biochemical effects have since been elucidated.
vitamin e,plant oil/animal fat,the nutritional content of vitamin e is defined by α-tocopherol activity.,"""the european perspective on vitamin e: current knowledge and future research"".",vitamin e with adjuvant evening primrose oil may reduce breast pain.,"α-tocopherol, the most biologically active form of vitamin e, is the second-most common form of vitamin e in the diet.","in this study, higher dietary, supplementation and combined vitamin e intake was also associated with lower chd incidents, as presented in appendix ii."
krypton,air,"under extreme conditions, krypton reacts with fluorine to form krf2 according to the following equation:  kr + f2 → krf2  compounds with krypton bonded to atoms other than fluorine have also been discovered.","from 1960 to 1983, the official length of a meter was defined by the 605 nm wavelength of the orange spectral line of krypton-86, because of the high power and relative ease of operation of krypton discharge tubes.","krypton light has many spectral lines, and krypton plasma is useful in bright, high-powered gas lasers (krypton ion and excimer lasers), each of which resonates and amplifies a single spectral line.","a breathing mixture of 30% xenon and 30% krypton is comparable in effectiveness for ct to a 40% xenon fraction, while avoiding the unwanted effects of a high partial pressure of xenon gas.",krypton gas is also combined with other gases to make luminous signs that glow with a bright greenish-yellow light.
argon,air,"the earth's crust and seawater contain 1.2 ppm and 0.45 ppm of argon, respectively.","a breathing mixture of 30% xenon and 30% krypton is comparable in effectiveness for ct to a 40% xenon fraction, while avoiding the unwanted effects of a high partial pressure of xenon gas.",krypton gas is also combined with other gases to make luminous signs that glow with a bright greenish-yellow light.,"argon is mostly used as an inert shielding gas in welding and other high-temperature industrial processes where ordinarily unreactive substances become reactive; for example, an argon atmosphere is used in graphite electric furnaces to prevent the graphite from burning.","the predominance of radiogenic 40ar is the reason the standard atomic weight of terrestrial argon is greater than that of the next element, potassium, a fact that was puzzling when argon was discovered."
xenon,air,"the problem of the low terrestrial xenon may be explained by covalent bonding of xenon to oxygen within quartz, reducing the outgassing of xenon into the atmosphere.",this entity is formed because the xenon atom tends to complete the outermost electronic shell by adding an electron from a neighboring xenon atom.,"unlike the lower mass noble gases, the normal stellar nucleosynthesis process inside a star does not form xenon.","however, xenon is different from other nmda receptor antagonists in that it is not neurotoxic and it inhibits the neurotoxicity of ketamine and nitrous oxide.","xenon was first used as a surgical anesthetic in 1951 by american anesthesiologist stuart c. cullen, who successfully used it with two patients."
indium,mining/mineral,"indium is 68th most abundant element in earth's crust at approximately 160 ppb, approximately as abundant as cadmium.","   indium(iii) oxide, in2o3, forms when indium metal is burned in air or when the hydroxide or nitrate is heated.","like both, indium has a low melting point, 156.60 °c (313.88 °f); higher than its lighter homologue, gallium, but lower than its heavier homologue, thallium, and lower than tin.","the problem of the low terrestrial xenon may be explained by covalent bonding of xenon to oxygen within quartz, reducing the outgassing of xenon into the atmosphere.","very soft and malleable, indium has a melting point higher than sodium and gallium, but lower than lithium or tin."
ethyl propionate,plant oil/animal fat,ethyl propionate is a compound with formula c2h5(c2h5coo).,"like both, indium has a low melting point, 156.60 °c (313.88 °f); higher than its lighter homologue, gallium, but lower than its heavier homologue, thallium, and lower than tin.","indium is 68th most abundant element in earth's crust at approximately 160 ppb, approximately as abundant as cadmium.",some fruits like kiwis and strawberries naturally contain ethyl propionate in small amounts.,"very soft and malleable, indium has a melting point higher than sodium and gallium, but lower than lithium or tin."
alpha-pinene,plant oil/animal fat,"like both, indium has a low melting point, 156.60 °c (313.88 °f); higher than its lighter homologue, gallium, but lower than its heavier homologue, thallium, and lower than tin.","indium is 68th most abundant element in earth's crust at approximately 160 ppb, approximately as abundant as cadmium.",ethyl propionate is a compound with formula c2h5(c2h5coo).,some fruits like kiwis and strawberries naturally contain ethyl propionate in small amounts.,"very soft and malleable, indium has a melting point higher than sodium and gallium, but lower than lithium or tin."
magnesium oxide,magnesium carbonate,"environmental magnesium oxide is used extensively in the soil and groundwater remediation, wastewater treatment, drinking water treatment, air emissions treatment, and waste treatment industries for its acid buffering capacity and related effectiveness in stabilizing dissolved heavy metal species.",ethyl propionate is a compound with formula c2h5(c2h5coo).,side effects of magnesium oxide may include nausea and cramping.,"very soft and malleable, indium has a melting point higher than sodium and gallium, but lower than lithium or tin.",inhalation of magnesium oxide fumes can cause metal fume fever.
aluminium,mining/mineral,these materials are of central importance to the production of aluminium and are themselves extremely useful., aluminium is theoretically 100% recyclable without any loss of its natural qualities.,"he reacted anhydrous aluminium chloride with potassium amalgam, yielding a lump of metal looking similar to tin.","but the same year, an anonymous contributor to the quarterly review, a british political-literary journal, in a review of davy's book, objected to aluminum and proposed the name aluminium, ""for so we shall take the liberty of writing the word, in preference to aluminum, which has a less classical sound.""","with the explosive expansion of the airplane industry during world war i (1914–1917), major governments demanded large shipments of aluminium for light, strong airframes."
iron,mining/mineral,"""direct iron reduction"" reduces iron ore to a powder called ""sponge"" iron or ""direct"" iron that is suitable for steelmaking.",bread and breakfast cereals are sometimes specifically fortified with iron.,iron is a chemical element with symbol fe (from latin: ferrum) and atomic number 26.,iron is most available to the body when chelated to amino acids and is also available for use as a common iron supplement.,"the premier iron(0) compound is iron pentacarbonyl, fe(co)5, which is used to produce carbonyl iron powder, a highly reactive form of metallic iron."
potassium,mining/mineral,"foods with high potassium concentrations include yam, parsley, dried apricots, milk, chocolate, all nuts (especially almonds and pistachios), potatoes, bamboo shoots, bananas, avocados, coconut water, soybeans, and bran.",an average meal of 40-50 mmol presents the body with more potassium than is present in all plasma (20-25 mmol).,the reactive feed-forward system refers to an incompletely understood system that induces renal potassium secretion in response to potassium ingestion prior to any rise in the plasma potassium.,potassium was the first metal that was isolated by electrolysis.,"potassium must be conserved also, but, because the amount of potassium in the blood plasma is very small and the pool of potassium in the cells is about thirty times as large, the situation is not so critical for potassium."
tin,mining/mineral,"tin pest can occur in lead-free solders, leading to loss of the soldered joint.", tin at the periodic table of videos (university of nottingham) theodore gray's wooden periodic table table: tin samples and castings base metals: tin cdc - niosh pocket guide to chemical hazards tin (usd cents per kg),"arsenical bronze objects appear first in the near east where arsenic is commonly found in association with copper ore, but the health risks were quickly realized and the quest for sources of the much less hazardous tin ores began early in the bronze age.","tin, with its three common isotopes 116sn, 118sn and 120sn, is among the easiest elements to detect and analyze by nmr spectroscopy, and its chemical shifts are referenced against snme 4.",tin consumption declined dramatically.
copper,mining/mineral,"copper in the body normally undergoes enterohepatic circulation (about 5 mg a day, vs. about 1 mg per day absorbed in the diet and excreted from the body), and the body is able to excrete some excess copper, if needed, via bile, which carries some copper out of the liver that is not then reabsorbed by the intestine.","however, higher concentrations of copper (100 ppm, 200 ppm, or 500 ppm) in the diet of rabbits may favorably influence feed conversion efficiency, growth rates, and carcass dressing percentages.","a green layer of verdigris (copper carbonate) can often be seen on old copper structures, such as the roofing of many older buildings and the statue of liberty.","copper motor rotors, a new technology designed for motor applications where energy savings are prime design objectives, are enabling general-purpose induction motors to meet and exceed national electrical manufacturers association (nema) premium efficiency standards.","copper compounds are also used as bacteriostatic agents, fungicides, and wood preservatives."
zinc,mining/mineral,"in 1982, the us mint began minting pennies coated in copper but containing primarily zinc."," zinc makes up about 75 ppm (0.0075%) of earth's crust, making it the 24th most abundant element.","zinc is refined by froth flotation of the ore, roasting, and final extraction using electricity (electrowinning).","a 2006 study estimated that about 10% of human proteins (2800) potentially bind zinc, in addition to hundreds more that transport and traffic zinc; a similar in silico study in the plant arabidopsis thaliana found 2367 zinc-related proteins.","however, a study published in 2008 determined that zinc glycinate is the most readily absorbed of the four available dietary supplement compounds."
calcium,limestone,"however, a study published in 2008 determined that zinc glycinate is the most readily absorbed of the four available dietary supplement compounds.",carbonated-calcium deficient hydroxylapatite is the main mineral of which dental enamel and dentin are comprised.,calcium is an important component of a healthy diet and a mineral necessary for life.,"zinc is refined by froth flotation of the ore, roasting, and final extraction using electricity (electrowinning).",calcium citrate (ca3(c6h5o7)2) is used as a food preservative.
barium sulfate,mining/mineral,in colorimetry barium sulfate is used as a near-perfect diffuser when measuring light sources.,the combination of barium sulfate and zinc sulfide (zns) is the inorganic pigment called lithopone.,calcium citrate (ca3(c6h5o7)2) is used as a food preservative.,"barium sulfate is commonly used as a component of ""strobe"" pyrotechnic compositions.",barium sulfate is one of the most insoluble salts of sulfate.
ethylenediamine,ethylene dichloride,"barium sulfate is commonly used as a component of ""strobe"" pyrotechnic compositions.","ethylenediamine is the first member of the so-called polyethylene amines, other members being: diethylenetriamine, abbreviated dien or deta, (h2n-ch2ch2-nh-ch2ch2-nh2, an analog of diethylene glycol) triethylenetetramine, abbreviated trien or teta, (h2n-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh2) tetraethylenepentamine, abbreviated tepa, (h2n-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh2), pentaethylenehexamine, abbreviated peha, (h2n-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh-ch2ch2-nh2), up to polyethylene amine.",the combination of barium sulfate and zinc sulfide (zns) is the inorganic pigment called lithopone.,"ethylenediamine has also been used in dermatologic preparations, but has been removed from some because of causing contact dermatitis.",barium sulfate is one of the most insoluble salts of sulfate.
ozone,oxygen gas,"for much of the second half of the nineteenth century and well into the twentieth, ozone was considered a healthy component of the environment by naturalists and health-seekers.","ozone is colourless or slightly bluish gas (blue when liquefied), slightly soluble in water and much more soluble in inert non-polar solvents such as carbon tetrachloride or fluorocarbons, where it forms a blue solution.","   ozone precursors are a group of pollutants, predominantly those emitted during the combustion of fossil fuels.","in the eu, the current target value for ozone concentrations is 120 µg/m3 which is about 60 nmol/mol.","products made using these polymers are especially susceptible to attack, which causes cracks to grow longer and deeper with time, the rate of crack growth depending on the load carried by the rubber component and the concentration of ozone in the atmosphere."
caustic potash,potassium chloride,"potassium hydroxide is an inorganic compound with the formula koh, and is commonly called caustic potash.","in the eu, the current target value for ozone concentrations is 120 µg/m3 which is about 60 nmol/mol.","for much of the second half of the nineteenth century and well into the twentieth, ozone was considered a healthy component of the environment by naturalists and health-seekers.","products made using these polymers are especially susceptible to attack, which causes cracks to grow longer and deeper with time, the rate of crack growth depending on the load carried by the rubber component and the concentration of ozone in the atmosphere.","koh reacts with carbon dioxide to give bicarbonate: koh + co2 → khco3   historically koh was made by adding potassium carbonate (potash) to a strong solution of calcium hydroxide (slaked lime), leading to a metathesis reaction which caused calcium carbonate to precipitate, leaving potassium hydroxide in solution: ca(oh)2 + k2co3 → caco3 + 2 koh filtering off the precipitated calcium carbonate and boiling down the solution gives potassium hydroxide (""calcinated or caustic potash"")."
sodium hydroxide,sodium chloride,olives are often soaked in sodium hydroxide for softening; pretzels and german lye rolls are glazed with a sodium hydroxide solution before baking to make them crisp.,aluminium hydroxide is prepared at the treatment plant from aluminium sulfate by reacting it with sodium hydroxide or carbonate.,"for example, in the petroleum industry, sodium hydroxide is used as an additive in drilling mud to increase alkalinity in bentonite mud systems, to increase the mud viscosity, and to neutralize any acid gas (such as hydrogen sulfide and carbon dioxide) which may be encountered in the geological formation as drilling progresses.","the aluminium takes the oxygen atom from sodium hydroxide, which in turn takes the oxygen atom from the water, and releases the two hydrogen atoms, the reaction thus produces hydrogen gas and sodium aluminate.","sodium hydroxide is also used in the manufacture of sodium salts and detergents, ph regulation, and organic synthesis."
sodium chlorate,sodium chloride,"sodium chlorate comes in dust, spray and granule formulations.",sodium chlorate is the active ingredient in a variety of commercial herbicides.,sodium chlorate is used as a non-selective herbicide.,sodium chlorate is an inorganic compound with the chemical formula naclo3.,"some trade names for products containing sodium chlorate include atlacide, defol, de-fol-ate, drop-leaf, fall, harvest-aid, kusatol, leafex, and tumbleaf."
cysteine,2-amino-2-thiazoline-4-carboxylic acid,sodium chlorate is the active ingredient in a variety of commercial herbicides.,disulfide bonds in proteins are formed by oxidation of the thiol groups of cysteine residues.,"due to the ability of thiols to undergo redox reactions, cysteine has antioxidant properties.","cysteine's antioxidant properties are typically expressed in the tripeptide glutathione, which occurs in humans as well as other organisms.",inteins often function with the help of a catalytic cysteine.
n-propyl acetate,acetic acid,"due to the ability of thiols to undergo redox reactions, cysteine has antioxidant properties.",disulfide bonds in proteins are formed by oxidation of the thiol groups of cysteine residues.,inteins often function with the help of a catalytic cysteine.,"cysteine's antioxidant properties are typically expressed in the tripeptide glutathione, which occurs in humans as well as other organisms.",sodium chlorate is the active ingredient in a variety of commercial herbicides.
methyl cinnamate,cinammic acid ,disulfide bonds in proteins are formed by oxidation of the thiol groups of cysteine residues.,eucalyptus olida has the highest known concentrations of methyl cinnamate (98%) with a 2-6% fresh weight yield in the leaf and twigs.,"methyl cinnamate is the methyl ester of cinnamic acid and is a white or transparent solid with a strong, aromatic odor.","due to the ability of thiols to undergo redox reactions, cysteine has antioxidant properties.",inteins often function with the help of a catalytic cysteine.
bis(2-ethylhexyl) phthalate,mono(2-ethylhexyl) phthalate,"methyl cinnamate is the methyl ester of cinnamic acid and is a white or transparent solid with a strong, aromatic odor.",eucalyptus olida has the highest known concentrations of methyl cinnamate (98%) with a 2-6% fresh weight yield in the leaf and twigs.,disulfide bonds in proteins are formed by oxidation of the thiol groups of cysteine residues.,inteins often function with the help of a catalytic cysteine.,"due to the ability of thiols to undergo redox reactions, cysteine has antioxidant properties."
ethanethiol,ethylene,"in the underground mining industry, ethanethiol or ethyl mercaptan is referred to as ""stench gas"".",ethanethiol was originally reported by zeise in 1834.,"ethanethiol, commonly known as ethyl mercaptan, is a colorless gas or clear liquid with a distinct odor.","ethanethiol can be oxidized to ethyl sulfonic acid, using strong oxidizing agents.",inteins often function with the help of a catalytic cysteine.
citric acid,glucose,"in 1893, c. wehmer discovered penicillium mold could produce citric acid from sugar.","in 1917, american food chemist james currie discovered certain strains of the mold aspergillus niger could be efficient citric acid producers, and the pharmaceutical company pfizer began industrial-level production using this technique two years later, followed by citrique belge in 1929.",citric acid/potassium-sodium citrate can be used as a blood acid regulator.,"in biochemistry, it is an intermediate in the citric acid cycle, which occurs in the metabolism of all aerobic organisms.","in 1977, a patent was granted to lever brothers for the chemical synthesis of citric acid starting either from aconitic or isocitrate/alloisocitrate calcium salts under high pressure conditions."
